tiempo,crudo,filtrado,fusion,kalman,distancia
40.544000000000004,99.21931278992747,99.77036656108783,202.5689552553925,193.48469814595546,2.331010400000003
40.576,96.56566598794274,98.8089563891443,200.77300076802746,193.26086210373612,2.332894400000003
40.608000000000004,100.37556454869596,99.27893883700979,199.41078355572677,192.8309819015435,2.334778400000003
40.64,103.2676542806731,100.47555347010878,202.24336704010403,192.94016615476815,2.3367252000000036
40.672000000000004,104.5109819389923,101.68618201077382,200.9624861841274,192.79775208112216,2.3386720000000043
40.704,99.83424780531013,101.13060174913471,199.86368303730862,192.53366732054428,2.3405560000000043
40.736000000000004,103.57973023941392,101.86534029621848,201.33781996026386,192.5841963607246,2.3424400000000043
40.768,101.61047273840887,101.7888800288756,201.93025921606903,192.68137644566895,2.344386800000005
40.800000000000004,100.33105805482373,101.35153343666003,200.24094157522,192.4552048862964,2.3463336000000057
40.832,99.72521469278227,100.8636378134967,198.4434095045841,191.99605433948673,2.3482176000000057
40.864000000000004,107.07609050029563,102.72737361953637,201.3447022903719,192.09370232029335,2.3501644000000064
40.896,93.5124710323476,99.96290284337972,200.0505697525958,191.9394414893985,2.352111200000007
40.928000000000004,108.416435436526,102.4989626213236,202.9146856249024,192.38293268955726,2.353995200000007
40.96,104.53812469585813,103.11071124368395,204.24273366977064,192.98652647820467,2.355879200000007
40.992,92.7209747064247,99.99379028250617,201.10861777323476,192.86217075545633,2.3578260000000077
41.024,102.25376720137729,100.67178335816749,202.86672749625814,193.07853659561385,2.3597728000000084
41.056,96.12611171964559,99.30808186661092,201.47881375406473,193.05596517835613,2.3616568000000084
41.088,101.29974204167362,99.90557991912974,200.26151714981424,192.81715147422432,2.3635408000000084
41.12,101.17401664059355,100.28611093556887,200.86615317322241,192.62813336018988,2.36555040000001
41.152,103.28424310536738,101.18555058650841,201.19770325710962,192.6362035074662,2.36743440000001
41.184,108.42203218052425,103.35649506471316,202.86398528723737,192.94440588060795,2.36931840000001
41.216,101.38340582446364,102.7645682926383,201.43621762769675,192.88696863997765,2.371265200000006
41.248,89.34535868369791,98.73880540995619,198.02465151365908,192.22244241691644,2.3732120000000023
41.28,101.89414845336972,99.68540832298024,199.02327406692632,191.9103753413757,2.3750960000000023
41.312,104.34880701919732,101.08442793184535,201.82992369172138,192.162788230546,2.3769800000000023
41.344,99.11286615216851,100.49295939794229,199.74860390463232,191.94136795443407,2.378926800000003
41.376,97.68333017438641,99.65007063087552,199.33042039375522,191.68433402229346,2.3808736000000037
41.408,104.19025485438883,101.01212589792951,199.4410800470563,191.54528507067184,2.3827576000000037
41.44,104.44171187001382,102.0410016895548,200.57613205881785,191.63684522399757,2.3846416000000037
41.472,98.06573503448425,100.84842169303363,198.54703718221515,191.24170537975942,2.386651200000005
41.504,95.88119383713126,99.3582533362629,198.65659297468642,191.04078090273688,2.388535200000005
41.536,109.88953314171977,102.51763727789995,202.3765875869837,191.5495330272908,2.390419200000005
